Epoch 00000 | Loss 0.4285 | Test Acc 0.5902 | Time(s) 322.1369 
Epoch 00001 | Loss 0.3902 | Test Acc 0.5628 | Time(s) 330.2066 
Epoch 00002 | Loss 0.3782 | Test Acc 0.5902 | Time(s) 334.5845 
Epoch 00003 | Loss 0.3790 | Test Acc 0.5738 | Time(s) 337.1626 
Epoch 00004 | Loss 0.3784 | Test Acc 0.5902 | Time(s) 339.2421 
Epoch 00005 | Loss 0.3788 | Test Acc 0.5956 | Time(s) 338.2691 
Epoch 00006 | Loss 0.3798 | Test Acc 0.5956 | Time(s) 333.0053 
Epoch 00007 | Loss 0.3799 | Test Acc 0.6011 | Time(s) 328.7467 
Epoch 00008 | Loss 0.3803 | Test Acc 0.5956 | Time(s) 324.9949 
Epoch 00009 | Loss 0.3801 | Test Acc 0.5902 | Time(s) 324.9242 
Epoch 00010 | Loss 0.3810 | Test Acc 0.5683 | Time(s) 327.4166 
Epoch 00011 | Loss 0.3796 | Test Acc 0.5464 | Time(s) 330.2788 
Epoch 00012 | Loss 0.3774 | Test Acc 0.5738 | Time(s) 330.6552 
Epoch 00013 | Loss 0.3775 | Test Acc 0.5574 | Time(s) 333.1503 
Epoch 00014 | Loss 0.3779 | Test Acc 0.5792 | Time(s) 335.2438 
